,charts/SPS,charts/beta,charts/episodic_length,charts/episodic_return,_timestamp,losses/td_loss,_step,global_step,_runtime,losses/q_values
368,,0.7970657,,,1754473589.24969,,235186,5517500.0,48743.891934231,
369,,,,,1754473655.365788,,235508,5525100.0,48803.9350206,0.60036546
370,113.0,,,,1754473728.5413074,,235872,5533500.0,48878.964252196,
371,113.0,,,,1754474006.8778389,,237248,5565500.0,49149.079120526,
372,,,,,1754474039.427407,,237410,5569300.0,49179.089019611,0.6251842
373,,0.7996054,,,1754474076.5564115,,237600,5573600.0,49224.111873176,
374,113.0,,,,1754474205.9003043,,238237,5588500.0,49359.17315264,
375,,,,,1754474378.4905763,,239081,5608200.0,49524.244082685,0.50978553
376,,,,,1754474429.697683,1.8200853,239332,5614100.0,49584.270518031,
377,,0.80299634,,,1754474726.8578982,,240809,5648500.0,49869.382884459,
378,,,1123.0,5.0,1754474797.7053378,,241114,5656632.0,49933.396622452,
379,113.0,,,,1754474816.915694,,241251,5658900.0,49959.416601271,
380,,,,,1754474959.7798276,1.9230628,241958,5675400.0,50109.498023127,
381,,0.80594814,,,1754475293.5471704,,243606,5713700.0,50439.654021401,
382,,,1061.0,,1754475337.73922,,243821,5718719.0,50484.688108532,
383,113.0,,,,1754475510.243398,,244663,5738400.0,50664.756356616,
384,,,,,1754475524.1991491,1.9436302,244729,5740000.0,50664.758433446,
385,113.0,,,,1754475538.9768267,,244805,5741700.0,50679.764596457,
386,,0.8075055,,,1754475594.8399575,,245079,5748100.0,50744.799106558,
387,,,,,1754475733.7933617,1.8114818,245756,5764000.0,50879.862736023,
388,,0.8094296,,,1754475965.978842,,246902,5790600.0,51114.959031967,
389,,,,,1754476003.2984614,1.8778782,247082,5794900.0,51144.970843523,
390,,,,,1754476034.504658,1.960375,247231,5798400.0,51174.981465221,
391,,,,,1754476076.1985953,,247439,5803200.0,51220.000793582,0.6028456
392,,,,,1754476558.8245459,1.4259288,249822,5858900.0,51700.239725006,
393,,0.81372595,,,1754476790.2776527,,250965,5885500.0,51940.347175376,
394,,,,,1754477177.9770522,1.9535631,252867,5930000.0,52321.12653673,
395,,,1032.0,9.0,1754477231.2090209,,253076,5936029.0,52366.900258091,
396,,0.8161707,,,1754477260.948042,,253277,5939500.0,52406.163175915,
397,,0.8208564,,,1754478164.9649887,,257711,6043000.0,53303.60769896,
398,,0.82126385,,,1754478242.4252186,,258098,6052000.0,53383.643012127,
399,,,,,1754478276.6374493,1.8937515,258268,6056000.0,53423.654371259,
400,113.0,,,,1754478334.401808,,258558,6062700.0,53483.68686581,
401,113.0,,,,1754478361.0348682,,258690,6065800.0,53498.695601222,
402,113.0,,,,1754478382.423351,,258796,6068200.0,53528.704133184,
403,,0.82247716,,,1754478473.7231486,,259252,6078800.0,53623.7565573,
404,,,,,1754478505.7817993,1.9274081,259405,6082500.0,53648.768674976,
405,,,,,1754478518.490751,1.8139521,259471,6084000.0,53663.774054247,
406,,,,,1754478638.7685573,1.9211283,260069,6097900.0,53783.828880375,
407,113.0,,,,1754478679.4097145,,260272,6102600.0,53828.852960034,
408,,,,,1754478822.6739464,,260985,6119200.0,53963.916358708,0.6049284
409,,,,10.0,1754479115.3885388,,262441,6153191.0,54264.072243151,
410,,,,,1754479133.9714603,,262534,6155300.0,54279.08060351,0.6021303
411,,,,,1754479194.468497,,262832,6162300.0,54339.104111581,0.6551896
412,,0.8264294,,,1754479226.860692,,262997,6166100.0,54369.122856398,
413,,0.8264838,,,1754479237.274337,,263049,6167300.0,54384.127431284,
414,,0.8268414,,,1754479305.0385098,,263388,6175200.0,54444.152175519,
415,,,,,1754479385.5631933,,263780,6184400.0,54534.181618812,0.7431925
416,,,1165.0,6.0,1754479412.9799318,,263837,6187566.0,54548.671166505,
417,,,,,1754479502.7104075,,264362,6197900.0,54654.234780159,0.70436287
418,,,,,1754480305.179875,,268106,6285100.0,55444.59353654,0.6600656
419,,0.8345287,,,1754480847.2587094,,270674,6345000.0,55994.862144356,
420,113.0,,,,1754480899.2104049,,270922,6350800.0,56039.879988552,
421,,,938.0,15.0,1754480976.8365366,,271280,6359531.0,56112.527783155,
422,,,,,1754481000.4641137,,271410,6362200.0,56144.926506776,0.5870253
423,,0.8374171,,,1754481412.712059,,273412,6408800.0,56560.139238493,
424,,,,,1754481459.8458452,1.8810029,273642,6414200.0,56605.165264262,
425,,0.8383995,,,1754481603.5539181,,274342,6430500.0,56745.225514983,
426,113.0,,,,1754481779.6096308,,275185,6450200.0,56920.299203004,
427,113.0,,,,1754482010.0066545,,276297,6476100.0,57160.402644503,
428,,0.841143,,,1754482143.436243,,276941,6491100.0,57295.457985185,
429,,,,,1754482370.7736597,,278040,6516700.0,57520.561256273,0.67747796
430,,,958.0,10.0,1754482442.9095988,,278322,6524747.0,57578.600886176,
431,,,,8.0,1754482510.3347986,,278710,6532342.0,57655.62206062,
432,,0.84343386,,,1754482593.3658316,,279115,6541700.0,57745.667293506,
433,,0.8443755,,,1754482777.4176495,,280004,6562500.0,57925.748270816,
434,,0.8447332,,,1754482848.9094005,,280343,6570400.0,58000.784632074,
435,,,,,1754482870.0927262,1.9124819,280446,6572900.0,58015.792363147,
436,,,,,1754482981.7206984,,280992,6585600.0,58135.839548023,0.6918653
437,113.0,,,,1754483040.826491,,281278,6592300.0,58180.874615971,
438,,0.84596455,,,1754483086.6528826,,281510,6597600.0,58240.892169562,
439,,0.846535,,,1754483199.3661668,,282049,6610200.0,58345.94506125,
440,113.0,,,,1754483213.2015564,,282116,6611800.0,58360.95083389,
441,,,,,1754483274.492439,1.8961898,282410,6618700.0,58425.979238772,
442,,0.84780264,,,1754483447.0063546,,283248,6638200.0,58601.057695321,
443,,0.8487488,,,1754483630.6883175,,284146,6659100.0,58781.124826133,
444,,,,,1754483765.402294,,284803,6674500.0,58921.1809013,0.79168767
445,,0.8503198,,,1754483935.611105,,285633,6693800.0,59081.247463826,
446,,,,,1754483987.3108082,,285884,6699700.0,59126.265606383,0.70108
447,,0.8507454,,,1754484017.807901,,286033,6703200.0,59156.278287355,
448,,,,,1754484033.19834,1.8585418,286109,6705000.0,59181.283030803,
449,,0.85089475,,,1754484046.534309,,286178,6706500.0,59201.288027837,
450,,0.8509355,,,1754484054.6885514,,286216,6707400.0,59201.290745482,
451,,,,,1754484074.8709707,,286311,6709700.0,59216.30323665,0.70000947
452,,0.85117996,,,1754484101.9376357,,286445,6712800.0,59246.309602318,
453,,,,,1754484189.0016954,,286872,6722800.0,59336.354582884,0.6337147
454,,,,11.0,1754484454.5062966,,288173,6753141.0,59606.48236284,
455,,,,,1754484588.6114376,1.7314676,288824,6768400.0,59726.555228275,
456,,0.854091,,,1754484665.5134025,,289203,6777100.0,59816.589424782,
457,,,,,1754484828.7474232,1.8613815,289992,6795600.0,59966.651327177,
458,,,,,1754484945.4053504,1.8277204,290563,6808900.0,60086.703782597,
459,,,,,1754484966.3317778,1.7407734,290666,6811300.0,60116.714157612,
460,,,,,1754485019.9979022,,290926,6817400.0,60161.731085327,0.5587458
461,,,,,1754485159.9075518,1.8548344,291609,6833300.0,60311.806254046,
462,,,,,1754485336.3276563,,292468,6853400.0,60476.874470746,0.6939286
463,,,,,1754485360.2083673,1.7656744,292584,6856100.0,60501.89784218,
464,,0.8579573,,,1754485416.2463498,,292862,6862500.0,60566.918218875,
465,113.0,,,,1754485570.0441716,,293611,6880000.0,60716.987351948,
466,,0.86039746,,,1754485890.729869,,295176,6916400.0,61032.131136381,
467,,,,,1754485921.6212049,1.880951,295322,6919900.0,61062.146469676,
468,113.0,,,,1754485987.3498044,,295646,6927400.0,61137.172978875,
469,113.0,,,,1754486040.8392024,,295906,6933500.0,61182.191083906,
470,,0.8613482,,,1754486075.8210714,,296074,6937400.0,61227.20757592,
471,113.0,,,,1754486085.7710526,,296119,6938500.0,61227.21069681,
472,,,947.0,12.0,1754486429.6865523,,297755,6977552.0,61565.377823204,
473,,,,,1754486463.8094873,,297961,6981500.0,61617.375742222,0.75508034
474,113.0,,,,1754486489.274524,,298084,6984400.0,61632.385958511,
475,,,,,1754486780.0938423,,299480,7017100.0,61917.539080135,0.5438074
476,,,,,1754486798.8073232,1.8566151,299570,7019200.0,61942.545397479,
477,113.0,,,,1754486819.1776094,,299670,7021500.0,61957.553559397,
478,113.0,,,,1754486890.7598634,,300018,7029600.0,62037.581063741,
479,,0.86610633,,,1754487005.4755728,,300570,7042500.0,62147.626217231,
480,,,,,1754487107.3965673,,301065,7054100.0,62247.661753506,0.6095216
481,,0.86692125,,,1754487163.461633,,301342,7060500.0,62302.685438473,
482,,0.86716574,,,1754487211.0664048,,301575,7065900.0,62352.719129943,
483,113.0,,,,1754487254.5938363,,301787,7070900.0,62397.744208194,
484,,,,,1754487256.4451137,,301796,7071100.0,62397.744376159,0.7399801
485,113.0,,,,1754487378.9891057,,302392,7085000.0,62517.802703237,
486,,,,,1754487483.467446,1.9035144,302897,7096900.0,62622.851856085,
487,,0.8698775,,,1754487738.2483113,,304139,7125800.0,62877.970736758,
488,,0.8700088,,,1754487763.7522964,,304262,7128700.0,62902.97949908,
489,,0.87032574,,,1754487825.4116125,,304563,7135700.0,62968.008577273,
490,,,1170.0,,1754488000.905659,,305422,7155753.0,63143.082223787,
491,,,,,1754488074.8163295,,305779,7164100.0,63223.120449808,0.62393034
492,113.0,,,,1754488201.6520863,,306393,7178400.0,63343.188741522,
493,,,,,1754488224.486372,,306505,7181000.0,63368.196367211,0.6203449
494,,0.8727705,,,1754488301.0298486,,306880,7189700.0,63448.233052749,
495,,0.8728429,,,1754488315.0229719,,306949,7191300.0,63463.239928348,
496,,0.8734903,,,1754488442.6222665,,307562,7205600.0,63583.288031995,
497,113.0,,,,1754488461.4746237,,307655,7207800.0,63598.294092784,
498,,,919.0,,1754488543.528548,,308052,7217021.0,63688.329156364,
499,,0.87442744,,,1754488626.5064585,,308451,7226300.0,63778.357671302,
