,_step,losses/td_loss,charts/episodic_return,_runtime,charts/SPS,_timestamp,global_step,losses/q_values,charts/episodic_length
67,57308,0.011469757184386253,,2.6713440840000002,242.0,1753565276.1240096,1243600.0,-0.4162832498550415,
68,58295,0.016994793,,2.6713440840000002,,1753565373.1117103,1265100.0,,
69,58547,,,2.6713440840000002,241.0,1753565399.3257794,1270900.0,,
70,58589,0.02133549004793167,,2.6713440840000002,241.0,1753565416.503556,1274700.0,-0.3792494535446167,
71,59385,0.013504856,,2.6713440840000002,,1753565487.4159448,1290400.0,,
72,59429,0.01756993494927883,,2.6713440840000002,241.0,1753565501.0580838,1293400.0,-0.4032621383666992,
73,60566,0.06307510286569595,,2.6713440840000002,240.0,1753565616.9347975,1318800.0,-0.21218034625053406,
74,60887,0.009117435663938522,,2.6713440840000002,240.0,1753565654.7863586,1327100.0,-0.26213398575782776,
75,61835,0.013248694,,2.6713440840000002,,1753565741.9919379,1346300.0,,
76,61986,,,2.6713440840000002,,1753565760.1985877,1350300.0,-0.28183618,
77,62117,0.044303905,,2.6713440840000002,,1753565775.1552799,1353600.0,,
78,63504,,,2.6713440840000002,239.0,1753565917.3877537,1385100.0,,
79,63639,0.017497336,,2.6713440840000002,,1753565931.5064256,1388200.0,,
80,64846,0.07294991612434387,,2.6713440840000002,239.0,1753566068.0802214,1418300.0,0.0381804034113884,
81,64949,0.018154539167881012,,2.6713440840000002,239.0,1753566078.9491043,1420700.0,-0.027448343113064766,
82,65359,0.018845995888113976,,2.6713440840000002,239.0,1753566121.5516887,1430100.0,0.05745258927345276,
83,66552,,,2.6713440840000002,,1753566234.889749,1455400.0,-0.13837637,
84,67566,0.009732277132570744,,2.6713440840000002,238.0,1753566346.6709046,1480500.0,-0.1580590158700943,
85,67894,0.013690474,,2.6713440840000002,,1753566374.8436675,1486800.0,,
86,69383,0.028540339320898056,,2.6713440840000002,238.0,1753566540.0831833,1523600.0,0.06609588861465454,
87,70633,0.019738953560590744,,2.6713440840000002,237.0,1753566671.1631958,1552700.0,-0.04379257559776306,
88,70635,,-12.0,2.6713440840000002,,1753566672.061926,1552891.0,,1119.0
89,70867,,,2.6713440840000002,,1753566684.3739645,1555600.0,0.08386375,
90,71124,,,2.6713440840000002,237.0,1753566711.986066,1561700.0,,
91,71997,,,2.6713440840000002,,1753566802.5263855,1581800.0,0.07191008,
92,73925,,,2.6713440840000002,,1753567006.3434904,1626900.0,0.15220755,
93,74629,,,2.6713440840000002,,1753567080.3012373,1643500.0,0.19493464,
94,74879,0.009936124086380005,,2.6713440840000002,236.0,1753567109.5092354,1650100.0,0.16058529913425446,
95,74919,0.0056855856,,2.6713440840000002,,1753567108.6266694,1649900.0,,
96,75811,0.03569355979561806,,2.6713440840000002,236.0,1753567207.8571382,1672200.0,0.3575090765953064,
97,76895,,,2.6713440840000002,236.0,1753567312.3603837,1695700.0,,
98,77036,,,2.6713440840000002,236.0,1753567328.357193,1699300.0,,
99,77106,0.011775383725762367,,2.6713440840000002,236.0,1753567341.6368697,1702300.0,0.3757999539375305,
100,77265,0.007246515,,2.6713440840000002,,1753567351.7773056,1704600.0,,
101,77840,0.026318823918700218,,2.6713440840000002,236.0,1753567421.5385766,1720400.0,0.2785749137401581,
102,77986,,,2.6713440840000002,,1753567425.3554626,1721279.0,,1192.0
103,78418,,,2.6713440840000002,,1753567469.1556816,1731200.0,0.4980014,
104,78855,0.028554548,,2.6713440840000002,,1753567514.570331,1741500.0,,
105,79997,,,2.6713440840000002,236.0,1753567630.328826,1767800.0,,
106,80074,,-10.0,2.6713440840000002,,1753567651.4711313,1772613.0,,1006.0
107,81079,0.031006634,,2.6713440840000002,,1753567742.5905502,1793300.0,,
108,82273,0.01002406,,2.6713440840000002,,1753567868.538188,1821500.0,,
109,82965,,,2.6713440840000002,235.0,1753567938.4529786,1837300.0,,
110,84551,0.010165859,,2.6713440840000002,,1753568101.3609266,1874200.0,,
111,84819,0.025371067225933075,,2.6713440840000002,235.0,1753568139.0548015,1882800.0,0.49431806802749634,
112,86384,0.013113887049257755,,2.6713440840000002,235.0,1753568297.477258,1918800.0,0.5362258553504944,
113,86950,0.01953994482755661,,2.6713440840000002,235.0,1753568361.6043148,1933300.0,0.5481797456741333,
114,87083,0.0097836135,,2.6713440840000002,,1753568362.9063027,1933600.0,,
115,87135,0.029115058481693268,,2.6713440840000002,235.0,1753568374.7739098,1936300.0,0.5188920497894287,
116,88053,0.020811694,,2.6713440840000002,,1753568464.1176825,1956500.0,,
117,88176,,,2.6713440840000002,235.0,1753568477.3902607,1959500.0,,
118,88666,,,2.6713440840000002,,1753568528.0753078,1971000.0,0.63255715,
119,89491,,,2.6713440840000002,234.0,1753568611.2988818,1989900.0,,
120,90575,,,2.6713440840000002,,1753568724.8691788,2015500.0,0.58640677,
121,91226,,,2.6713440840000002,234.0,1753568793.3638375,2031000.0,,
122,91284,0.029933378,,2.6713440840000002,,1753568798.2000258,2032100.0,,
123,91337,,,2.6713440840000002,,1753568805.308737,2033700.0,0.5257411,
124,93010,,,2.6713440840000002,,1753568976.662216,2072600.0,0.62338984,
125,93620,0.015066325,,2.6713440840000002,,1753569038.7105258,2086700.0,,
126,93906,0.012605046853423119,,2.6713440840000002,234.0,1753569077.9492767,2095600.0,0.5289653539657593,
127,94376,,,2.6713440840000002,234.0,1753569118.064079,2104700.0,,
128,94604,,,2.6713440840000002,234.0,1753569141.4126449,2110000.0,,
129,96024,,,2.6713440840000002,234.0,1753569286.3653035,2143000.0,,
130,97453,0.028207778930664062,,2.6713440840000002,234.0,1753569438.5526295,2177400.0,0.904653787612915,
131,98093,,,2.6713440840000002,234.0,1753569502.5469208,2191900.0,,
132,98226,0.01432789210230112,,2.6713440840000002,234.0,1753569523.6008248,2196700.0,0.6263691782951355,
133,99187,0.02423927,,2.6713440840000002,,1753569615.5541053,2217300.0,,
134,99298,,,2.6713440840000002,234.0,1753569627.5145795,2220000.0,,
135,99699,,,2.6713440840000002,,1753569668.6238763,2229200.0,0.89793223,
136,100844,0.013510388,,2.6713440840000002,,1753569789.019305,2256500.0,,
137,101418,,,2.6713440840000002,,1753569849.7081995,2270300.0,0.8184185,
138,101525,,,2.6713440840000002,,1753569859.3802233,2272500.0,0.8232502,
139,103529,,,2.6713440840000002,233.0,1753570069.0147893,2320000.0,,
140,103845,0.018869057,,2.6713440840000002,,1753570101.2901003,2327300.0,,
141,108165,0.011480145156383514,,2.6713440840000002,233.0,1753570559.867186,2431300.0,0.7496463656425476,
142,108867,,,2.6713440840000002,233.0,1753570624.1793008,2445800.0,,
143,108936,,,2.6713440840000002,233.0,1753570630.3917017,2447200.0,,
144,110407,,,2.6713440840000002,,1753570782.9019518,2481700.0,0.7841569,
145,110650,,,2.6713440840000002,,1753570809.910354,2487800.0,0.93462896,
146,111103,0.014230964705348015,,2.6713440840000002,233.0,1753570861.1414604,2499400.0,0.8687325716018677,
147,112760,0.013707652,,2.6713440840000002,,1753571029.2357655,2537400.0,,
148,112958,0.0112110935,,2.6713440840000002,,1753571049.9972358,2542100.0,,
149,113667,,,2.6713440840000002,232.0,1753571121.7567015,2558300.0,,
150,114227,,,2.6713440840000002,,1753571182.0361798,2571900.0,0.7803902,
151,114632,0.018810794,,2.6713440840000002,,1753571225.019295,2581600.0,,
152,116801,0.014438735,,2.6713440840000002,,1753571449.935689,2632300.0,,
153,118151,0.012901494,,2.6713440840000002,,1753571593.87313,2663900.0,,
154,118373,,,2.6713440840000002,232.0,1753571618.3887174,2669300.0,,
155,119949,0.027918599545955658,,2.6713440840000002,232.0,1753571789.296273,2707300.0,0.967430830001831,
156,120436,,-10.0,2.6713440840000002,,1753571836.6970026,2718037.0,,
157,121191,,,2.6713440840000002,,1753571914.9898343,2735700.0,0.952917,
158,122015,0.009796020574867725,,2.6713440840000002,232.0,1753572005.5297189,2756100.0,0.9765868186950684,
159,123687,,9.0,2.6713440840000002,,1753572172.514764,2793970.0,,
160,124266,,,2.6713440840000002,,1753572231.695325,2807450.0,,1052.0
161,125714,,,2.6713440840000002,,1753572381.2588089,2841500.0,0.90393627,
162,126099,,,2.6713440840000002,,1753572421.390773,2850500.0,0.9875449,
163,128933,0.028738769,,2.6713440840000002,,1753572720.116936,2917400.0,,
164,129087,0.010578659363090992,,2.6713440840000002,231.0,1753572742.1822693,2922400.0,0.9168062210083008,
165,129273,,,2.6713440840000002,231.0,1753572755.5686848,2925400.0,,
166,129487,,-12.0,2.6713440840000002,,1753572783.440312,2931616.0,,933.0
167,130799,,,2.6713440840000002,,1753572916.657421,2961400.0,1.126873,
168,131385,0.04079759865999222,,2.6713440840000002,231.0,1753572988.6569383,2977600.0,1.003356695175171,
169,132026,0.03275917,,2.6713440840000002,,1753573043.7984958,2990100.0,,
170,132840,0.019590123,,2.6713440840000002,,1753573126.7463543,3008900.0,,
171,133145,0.010398854,,2.6713440840000002,,1753573158.8461425,3016200.0,,
172,133419,0.045409337,,2.6713440840000002,,1753573188.5757244,3022900.0,,
173,133570,0.011409983,,2.6713440840000002,,1753573202.811332,3026100.0,,
174,135004,,,2.6713440840000002,,1753573352.0903075,3060000.0,1.0847113,
175,135870,,,2.6713440840000002,231.0,1753573439.4895775,3079900.0,,
176,137143,,,2.6713440840000002,,1753573573.1709514,3110300.0,1.0670285,
177,137154,0.012475686,,2.6713440840000002,,1753573574.8944094,3110700.0,,
178,137269,0.07343123108148575,,2.6713440840000002,231.0,1753573594.6788518,3115200.0,0.9986337423324585,
179,138438,0.008766331,,2.6713440840000002,,1753573706.5232134,3140400.0,,
180,139000,,,2.6713440840000002,231.0,1753573767.529209,3154200.0,,
181,139618,,,2.6713440840000002,,1753573829.6815665,3168200.0,1.0784645,
182,139666,0.024980833753943443,,2.6713440840000002,231.0,1753573840.18726,3170600.0,1.3216317892074585,
183,141249,,-7.0,2.6713440840000002,,1753573998.9203904,3206522.0,,
184,141366,,,2.6713440840000002,231.0,1753574011.7664778,3209400.0,,
185,141505,,,2.6713440840000002,231.0,1753574025.82496,3212600.0,,
186,141548,,-1.0,2.6713440840000002,,1753574041.456724,3216183.0,,1358.0
187,142494,0.02555324137210846,,2.6713440840000002,231.0,1753574137.572397,3238000.0,1.339864730834961,
188,143098,,,2.6713440840000002,,1753574190.3664205,3250000.0,1.1889485,
189,144767,,,2.6713440840000002,231.0,1753574363.9682093,3289300.0,,
190,145170,0.019293154,,2.6713440840000002,,1753574405.305472,3298600.0,,
191,145413,,,2.6713440840000002,231.0,1753574430.1572993,3304200.0,,
192,145972,0.02677343785762787,,2.6713440840000002,231.0,1753574497.1884983,3319400.0,1.1991691589355469,
193,147861,0.09305407851934433,,2.6713440840000002,231.0,1753574690.7485993,3362900.0,1.4992172718048096,
194,147902,,,2.6713440840000002,,1753574688.9904625,3362500.0,1.5007555,
195,149537,0.028309203684329987,,2.6713440840000002,231.0,1753574871.9668548,3403500.0,1.0599398612976074,
196,149627,0.024525165557861328,,2.6713440840000002,231.0,1753574878.2085133,3404900.0,1.3109023571014404,
197,150023,0.009771254,,2.6713440840000002,,1753574911.469612,3412400.0,,
198,150378,0.008147958666086197,,2.6713440840000002,231.0,1753574958.9170895,3422900.0,1.30499267578125,
199,151216,0.009793362580239773,,2.6713440840000002,230.0,1753575047.4977324,3442600.0,1.343907117843628,
200,151294,0.019790163,,2.6713440840000002,,1753575047.0475001,3442500.0,,
201,153099,0.065886095,,2.6713440840000002,,1753575235.5184937,3484600.0,,
202,153206,,,2.6713440840000002,230.0,1753575246.876288,3487100.0,,
203,154421,,,2.6713440840000002,230.0,1753575374.92243,3515800.0,,
204,154443,0.015108127146959305,,2.6713440840000002,230.0,1753575388.7752802,3518900.0,1.2850074768066406,
205,156040,,,2.6713440840000002,230.0,1753575542.4871752,3553600.0,,
206,156697,0.009692280553281307,,2.6713440840000002,230.0,1753575619.3892157,3571100.0,1.4266598224639893,
207,156912,,,2.6713440840000002,,1753575632.1293082,3574000.0,1.401256,
208,158186,,,2.6713440840000002,230.0,1753575764.2821887,3604000.0,,
209,158735,,,2.6713440840000002,,1753575819.2999916,3616600.0,1.4931295,
210,159540,0.025128737,,2.6713440840000002,,1753575903.4414992,3635800.0,,
211,162176,,15.0,2.6713440840000002,,1753576177.3248527,3697849.0,,
212,162289,,,2.6713440840000002,,1753576189.505198,3700600.0,1.486589,
213,162455,,,2.6713440840000002,,1753576204.51188,3703992.0,,1422.0
214,164216,0.010680063627660275,,2.6713440840000002,230.0,1753576392.7201157,3746900.0,1.4498481750488281,
215,164456,,,2.6713440840000002,,1753576410.6264184,3751000.0,1.620495,
216,166817,,,2.6713440840000002,,1753576655.9679315,3806700.0,1.7964702,
217,166990,,,2.6713440840000002,,1753576673.1294854,3810600.0,1.726995,
218,167194,0.015551731921732426,,2.6713440840000002,230.0,1753576698.2306292,3816300.0,1.6930952072143555,
219,167546,,,2.6713440840000002,230.0,1753576729.368403,3823400.0,,
220,168268,,,2.6713440840000002,,1753576805.2471793,3840500.0,1.7011095,
221,168371,,10.0,2.6713440840000002,,1753576828.133503,3845690.0,,1060.0
222,169325,0.013898275,,2.6713440840000002,,1753576915.7622743,3865700.0,,
223,172626,,,2.6713440840000002,230.0,1753577259.5668514,3943300.0,,
224,173570,0.017406521,,2.6713440840000002,,1753577357.4340405,3965400.0,,
225,174295,,,2.6713440840000002,230.0,1753577430.1555207,3981900.0,,
226,174686,,,2.6713440840000002,,1753577470.2354202,3991100.0,1.6884,
227,175985,,,2.6713440840000002,,1753577604.704924,4021900.0,1.590016,
228,176371,,,2.6713440840000002,230.0,1753577644.0408125,4030900.0,,
229,176501,0.009018027,,2.6713440840000002,,1753577655.4147472,4033500.0,,
230,177230,,,2.6713440840000002,,1753577732.5574574,4051000.0,1.571287,
231,177307,,,2.6713440840000002,230.0,1753577739.6540842,4052600.0,,
232,177653,0.05744809,,2.6713440840000002,,1753577776.090236,4060900.0,,
233,179339,,,2.6713440840000002,230.0,1753577946.554605,4100100.0,,
234,180162,0.011658739,,2.6713440840000002,,1753578032.1542592,4119800.0,,
235,181635,0.018844265,,2.6713440840000002,,1753578180.816125,4154200.0,,
236,182403,,,2.6713440840000002,,1753578259.261896,4172400.0,1.669138,
237,182603,,,2.6713440840000002,,1753578277.7828534,4176700.0,1.6478394,
238,183036,,,2.6713440840000002,,1753578323.217248,4187200.0,1.7236865,
239,183579,,,2.6713440840000002,230.0,1753578378.581502,4200000.0,,
240,183599,,,2.6713440840000002,230.0,1753578381.1744964,4200600.0,,
241,183676,0.080192015,,2.6713440840000002,,1753578386.7255597,4201900.0,,
242,183750,0.057978786528110504,,2.6713440840000002,230.0,1753578403.4906619,4205800.0,1.5791654586791992,
243,186247,,,2.6713440840000002,,1753578647.094856,4262200.0,1.8955932,
244,186556,,,2.6713440840000002,230.0,1753578678.9157245,4269500.0,,
245,186667,0.007905822,,2.6713440840000002,,1753578691.0635746,4272300.0,,
246,187708,0.016666416078805923,,2.6713440840000002,230.0,1753578808.3135443,4299400.0,1.8560764789581299,
247,188654,,,2.6713440840000002,,1753578893.6123044,4319100.0,1.6534212,
248,189837,,,2.6713440840000002,230.0,1753579014.2461963,4346900.0,,
249,189983,,,2.6713440840000002,,1753579027.7863975,4350000.0,1.6062254,
250,191249,0.02191079,,2.6713440840000002,,1753579158.3252032,4379800.0,,
251,191689,0.07464411,,2.6713440840000002,,1753579206.19849,4390300.0,,
252,192015,0.039726567,,2.6713440840000002,,1753579240.211405,4397800.0,,
253,193254,,,2.6713440840000002,230.0,1753579369.8304284,4426800.0,,
254,193535,0.0048477817,,2.6713440840000002,,1753579399.1608775,4433400.0,,
255,194166,0.08468875288963318,,2.6713440840000002,230.0,1753579473.9467437,4450200.0,1.6755067110061646,
256,195869,,,2.6713440840000002,230.0,1753579642.249985,4488100.0,,
257,196035,0.027886105701327324,,2.6713440840000002,230.0,1753579670.9276848,4494600.0,1.4260649681091309,
258,196234,0.008373010903596878,,2.6713440840000002,230.0,1753579690.7808645,4499100.0,1.5932902097702026,
259,196383,0.029886819422245026,,2.6713440840000002,230.0,1753579704.8047554,4502300.0,1.7410902976989746,
260,197170,,,2.6713440840000002,230.0,1753579778.3329117,4518900.0,,
261,197942,0.007318060379475355,,2.6713440840000002,230.0,1753579866.5780885,4538800.0,1.5363507270812988,
262,198517,,,2.6713440840000002,230.0,1753579919.0212357,4550600.0,,
263,198824,,,2.6713440840000002,230.0,1753579949.6179948,4557500.0,,
264,199684,0.003995890263468027,,2.6713440840000002,230.0,1753580044.3572423,4578700.0,1.5846470594406128,
265,200966,,,2.6713440840000002,230.0,1753580173.331901,4607800.0,,
266,202176,,,2.6713440840000002,229.0,1753580298.5485194,4635900.0,,
267,202236,0.04745441675186157,,2.6713440840000002,229.0,1753580310.610352,4638600.0,1.3120951652526855,
268,203494,0.089333675801754,,2.6713440840000002,229.0,1753580443.097103,4668400.0,1.6792434453964233,
269,203545,,,2.6713440840000002,229.0,1753580440.4193113,4667800.0,,
270,204032,0.010371612,,2.6713440840000002,,1753580491.6513338,4679300.0,,
271,204135,,,2.6713440840000002,229.0,1753580502.306425,4681700.0,,
272,204989,,,2.6713440840000002,229.0,1753580589.8964314,4701600.0,,
273,205815,,4.0,2.6713440840000002,,1753580683.552372,4722924.0,,1276.0
274,207373,0.017974503,,2.6713440840000002,,1753580837.041413,4757900.0,,
275,208700,0.042060364,,2.6713440840000002,,1753580972.6565657,4788700.0,,
276,209374,0.0073934835,,2.6713440840000002,,1753581043.224598,4804600.0,,
277,209838,,,2.6713440840000002,,1753581090.2246428,4815300.0,1.4990762,
278,209974,,,2.6713440840000002,229.0,1753581105.101439,4818700.0,,
279,210998,,,2.6713440840000002,229.0,1753581208.8887646,4842400.0,,
280,211104,,,2.6713440840000002,,1753581220.1462028,4845000.0,1.464968,
281,212385,0.0059674084,,2.6713440840000002,,1753581351.6856077,4875100.0,,
282,213037,,,2.6713440840000002,,1753581418.3859067,4890400.0,1.515707,
283,213982,0.017933592200279236,,2.6713440840000002,229.0,1753581521.040652,4913900.0,1.5689234733581543,
284,214155,,,2.6713440840000002,,1753581534.2110324,4916900.0,1.5731585,
285,215453,,16.0,2.6713440840000002,,1753581667.3780754,4947234.0,,
286,215828,0.06246183,,2.6713440840000002,,1753581705.8308754,4955900.0,,
287,215913,,,2.6713440840000002,229.0,1753581714.3902562,4957800.0,,
288,218281,0.008020170032978058,,2.6713440840000002,229.0,1753581969.5373657,5015500.0,1.626190423965454,
289,219807,,,2.6713440840000002,229.0,1753582117.6990993,5049100.0,,
290,221296,,,2.6713440840000002,,1753582271.0330913,5084000.0,1.5508864,
291,222208,0.04932299256324768,,2.6713440840000002,229.0,1753582371.917704,5106900.0,1.7106351852416992,
292,222906,,,2.6713440840000002,229.0,1753582439.5272214,5122200.0,,
293,223102,,10.0,2.6713440840000002,,1753582458.4747367,5126483.0,,
294,223349,,,2.6713440840000002,229.0,1753582485.5572872,5132600.0,,
295,223446,,,2.6713440840000002,229.0,1753582493.9970367,5134500.0,,
296,223466,,,2.6713440840000002,,1753582497.087286,5135200.0,1.4348686,
297,224418,0.02200411446392536,,2.6713440840000002,229.0,1753582602.3992286,5158900.0,1.5602737665176392,
298,226392,0.0032070698216557503,,2.6713440840000002,229.0,1753582804.630278,5205000.0,1.6270067691802979,
299,227477,0.032879289239645004,,2.6713440840000002,229.0,1753582921.1156468,5231400.0,1.6054836511611938,
300,229476,,,2.6713440840000002,229.0,1753583117.536963,5275900.0,,
301,229783,0.03981179744005203,,2.6713440840000002,229.0,1753583154.221505,5284300.0,1.3940337896347046,
302,229943,,,2.6713440840000002,229.0,1753583164.2912586,5286600.0,,
303,230429,,,2.6713440840000002,,1753583216.508272,5298500.0,1.5761439,
304,232519,,,2.6713440840000002,229.0,1753583428.2535453,5346900.0,,
305,233759,0.014551958069205284,,2.6713440840000002,229.0,1753583561.0039768,5377500.0,1.5346009731292725,
306,234149,,,2.6713440840000002,229.0,1753583595.418457,5385300.0,,
307,235382,0.00895584,,2.6713440840000002,,1753583721.7367272,5414000.0,,
308,235855,0.064813495,,2.6713440840000002,,1753583771.7334135,5425400.0,,
309,236925,,,2.6713440840000002,229.0,1753583879.9102347,5450000.0,,
310,237784,,,2.6713440840000002,,1753583968.6122396,5470000.0,1.578799,
311,238185,,,2.6713440840000002,,1753584012.2775717,5479900.0,1.6521957,
312,238591,,,2.6713440840000002,,1753584055.1533215,5489600.0,1.5894518,
313,238993,,,2.6713440840000002,,1753584095.698669,5498800.0,1.4076736,
314,240797,,,2.6713440840000002,229.0,1753584283.229641,5541200.0,,
315,241310,0.008338391,,2.6713440840000002,,1753584336.4522376,5553200.0,,
316,241846,,,2.6713440840000002,229.0,1753584391.7234292,5565800.0,,
317,242102,0.0069421376,,2.6713440840000002,,1753584417.1253107,5571600.0,,
318,243670,0.012889405712485313,,2.6713440840000002,229.0,1753584587.1683772,5610300.0,1.5872337818145752,
319,244805,,,2.6713440840000002,,1753584695.9674926,5635100.0,1.3884466,
320,244938,,6.0,2.6713440840000002,,1753584719.6221387,5640498.0,,1187.0
321,244948,,,2.6713440840000002,,1753584709.0985308,5638100.0,1.5398514,
322,245305,0.007568551,,2.6713440840000002,,1753584746.4051597,5646600.0,,
323,247823,,,2.6713440840000002,,1753585006.8811066,5705500.0,1.5892556,
324,249633,,,2.6713440840000002,,1753585194.9688678,5748200.0,1.4083195,
325,249906,0.006108125,,2.6713440840000002,,1753585224.3565054,5754900.0,,
326,251723,0.010605964,,2.6713440840000002,,1753585411.8294837,5797100.0,,
327,252003,0.02410903386771679,,2.6713440840000002,229.0,1753585452.5255132,5806300.0,1.444234848022461,
328,252582,,,2.6713440840000002,229.0,1753585500.7031896,5817100.0,,
329,252816,0.01883829,,2.6713440840000002,,1753585526.9888654,5823000.0,,
330,252822,0.008934186,,2.6713440840000002,,1753585527.8566973,5823200.0,,
331,253229,,,2.6713440840000002,229.0,1753585570.5551498,5832800.0,,
332,253594,0.09457813948392868,,2.6713440840000002,229.0,1753585616.5952039,5843300.0,1.5967997312545776,
333,253743,,,2.6713440840000002,,1753585623.1276913,5844800.0,1.5578699,
334,253956,,14.0,2.6713440840000002,,1753585644.0417867,5849551.0,,
