"global_step","rainbow_dqn_sweep_config4 - _step","rainbow_dqn_sweep_config4 - _step__MIN","rainbow_dqn_sweep_config4 - _step__MAX","rainbow_dqn_sweep_config4 - charts/episodic_return","rainbow_dqn_sweep_config4 - charts/episodic_return__MIN","rainbow_dqn_sweep_config4 - charts/episodic_return__MAX","rainbow_dqn_sweep_config3 - _step","rainbow_dqn_sweep_config3 - _step__MIN","rainbow_dqn_sweep_config3 - _step__MAX","rainbow_dqn_sweep_config3 - charts/episodic_return","rainbow_dqn_sweep_config3 - charts/episodic_return__MIN","rainbow_dqn_sweep_config3 - charts/episodic_return__MAX","rainbow_dqn_sweep_config2 - _step","rainbow_dqn_sweep_config2 - _step__MIN","rainbow_dqn_sweep_config2 - _step__MAX","rainbow_dqn_sweep_config2 - charts/episodic_return","rainbow_dqn_sweep_config2 - charts/episodic_return__MIN","rainbow_dqn_sweep_config2 - charts/episodic_return__MAX","rainbow_dqn_sweep_config1 - _step","rainbow_dqn_sweep_config1 - _step__MIN","rainbow_dqn_sweep_config1 - _step__MAX","rainbow_dqn_sweep_config1 - charts/episodic_return","rainbow_dqn_sweep_config1 - charts/episodic_return__MIN","rainbow_dqn_sweep_config1 - charts/episodic_return__MAX","Rainbow DQN - _step","Rainbow DQN - _step__MIN","Rainbow DQN - _step__MAX","Rainbow DQN - charts/episodic_return","Rainbow DQN - charts/episodic_return__MIN","Rainbow DQN - charts/episodic_return__MAX"
"223160","","","","","","","","","","","","","8748","8716","8780","-16","-16","-16","","","","","","","","","","","",""
"223221","","","","","","","","","","","","","","","","","","","","","","","","","8921","8892","8950","-19","-19","-19"
"223377","8421","8406","8436","-20","-20","-20","","","","","","","","","","","","","","","","","","","","","","","",""
"223441","","","","","","","","","","","","","","","","","","","5701.5","5668","5735","-19","-19","-19","","","","","",""
"223487","","","","","","","","","","","","","8758.5","8717","8800","-20","-20","-20","","","","","","","","","","","",""
"223567","","","","","","","8528.5","8512","8545","-17","-17","-17","","","","","","","","","","","","","","","","","",""
"223606","","","","","","","","","","","","","","","","","","","","","","","","","8893","8893","8893","-18","-18","-18"
"223839","","","","","","","","","","","","","8806","8794","8818","-18","-18","-18","","","","","","","","","","","",""
"223858","","","","","","","","","","","","","","","","","","","5707","5669","5745","-21","-21","-21","","","","","",""
"223863","8432.5","8407","8458","-18","-18","-18","","","","","","","","","","","","","","","","","","","","","","","",""
"223877","","","","","","","","","","","","","","","","","","","","","","","","","8939","8894","8984","-21","-21","-21"
"223960","","","","","","","8538","8513","8563","-19","-19","-19","","","","","","","","","","","","","","","","","",""
"224202","","","","","","","","","","","","","","","","","","","5755","5746","5764","-21","-21","-21","","","","","",""
"224224","","","","","","","","","","","","","8815.5","8795","8836","-17","-17","-17","","","","","","","","","","","",""
"224368","","","","","","","8514","8514","8514","-18","-18","-18","","","","","","","","","","","","","","","","","",""
"224447","","","","","","","","","","","","","","","","","","","5758.5","5747","5770","-21","-21","-21","","","","","",""
"224529","","","","","","","","","","","","","","","","","","","","","","","","","8972","8972","8972","-21","-21","-21"
"224561","","","","","","","","","","","","","8823","8796","8850","-20","-20","-20","","","","","","","","","","","",""
"224740","8502","8502","8502","-20","-20","-20","","","","","","","","","","","","","","","","","","","","","","","",""
"224745","","","","","","","8598","8592","8604","-20","-20","-20","","","","","","","","","","","","","","","","","",""
"224754","","","","","","","","","","","","","","","","","","","5762","5748","5776","-21","-21","-21","","","","","",""
"224782","","","","","","","","","","","","","","","","","","","","","","","","","8999.5","8973","9026","-21","-21","-21"
"224942","","","","","","","","","","","","","8832.5","8797","8868","-15","-15","-15","","","","","","","","","","","",""
"225078","","","","","","","","","","","","","","","","","","","5767.5","5749","5786","-20","-20","-20","","","","","",""
"225123","8503.5","8487","8520","-21","-21","-21","","","","","","","","","","","","","","","","","","","","","","","",""
"225137","","","","","","","","","","","","","","","","","","","","","","","","","9044","9044","9044","-18","-18","-18"
"225160","","","","","","","8607.5","8593","8622","-18","-18","-18","","","","","","","","","","","","","","","","","",""
"225339","","","","","","","","","","","","","8843.5","8798","8889","-16","-16","-16","","","","","","","","","","","",""
"225468","","","","","","","","","","","","","","","","","","","5773","5750","5796","-20","-20","-20","","","","","",""
"225568","","","","","","","8617","8594","8640","-19","-19","-19","","","","","","","","","","","","","","","","","",""
"225642","8515","8488","8542","-15","-15","-15","","","","","","","","","","","","","","","","","","","","","","","",""
"225647","","","","","","","","","","","","","8851","8799","8903","-18","-18","-18","","","","","","","","","","","",""
"225729","","","","","","","","","","","","","","","","","","","","","","","","","9077","9077","9077","-21","-21","-21"
"225924","","","","","","","","","","","","","","","","","","","5778.5","5751","5806","-18","-18","-18","","","","","",""
"225928","","","","","","","","","","","","","","","","","","","","","","","","","9087","9087","9087","-21","-21","-21"
"225937","","","","","","","8595","8595","8595","-19","-19","-19","","","","","","","","","","","","","","","","","",""
"225986","","","","","","","","","","","","","8896.5","8876","8917","-18","-18","-18","","","","","","","","","","","",""
"226052","8524.5","8489","8560","-18","-18","-18","","","","","","","","","","","","","","","","","","","","","","","",""
"226175","","","","","","","","","","","","","","","","","","","","","","","","","9097","9097","9097","-21","-21","-21"
"226252","","","","","","","","","","","","","","","","","","","5784","5752","5816","-20","-20","-20","","","","","",""
"226340","","","","","","","","","","","","","8906","8877","8935","-17","-17","-17","","","","","","","","","","","",""
"226376","","","","","","","","","","","","","","","","","","","","","","","","","9107","9107","9107","-21","-21","-21"
"226402","","","","","","","8640","8596","8684","-17","-17","-17","","","","","","","","","","","","","","","","","",""
"226438","8490","8490","8490","-21","-21","-21","","","","","","","","","","","","","","","","","","","","","","","",""
"226657","","","","","","","","","","","","","","","","","","","5789.5","5753","5826","-20","-20","-20","","","","","",""
"226702","","","","","","","","","","","","","8915.5","8878","8953","-16","-16","-16","","","","","","","","","","","",""
"226791","8581","8567","8595","-20","-20","-20","","","","","","","","","","","","","","","","","","","","","","","",""
"226837","","","","","","","8687.5","8673","8702","-18","-18","-18","","","","","","","","","","","","","","","","","",""
"226873","","","","","","","","","","","","","","","","","","","","","","","","","9094","9057","9131","-21","-21","-21"
"227062","","","","","","","","","","","","","8964","8955","8973","-17","-17","-17","","","","","","","","","","","",""
"227098","","","","","","","","","","","","","","","","","","","5799","5754","5844","-20","-20","-20","","","","","",""
"227110","","","","","","","","","","","","","","","","","","","","","","","","","9133","9133","9133","-21","-21","-21"
"227245","8617","8617","8617","-20","-20","-20","","","","","","","","","","","","","","","","","","","","","","","",""
"227397","","","","","","","","","","","","","8971.5","8956","8987","-18","-18","-18","","","","","","","","","","","",""
"227458","","","","","","","","","","","","","","","","","","","5842","5830","5854","-20","-20","-20","","","","","",""
"227692","8635","8635","8635","-18","-18","-18","","","","","","","","","","","","","","","","","","","","","","","",""
"227724","","","","","","","","","","","","","8981","8957","9005","-19","-19","-19","","","","","","","","","","","",""
"227781","","","","","","","8675","8675","8675","-17","-17","-17","","","","","","","","","","","","","","","","","",""
"227822","","","","","","","","","","","","","","","","","","","5847.5","5831","5864","-20","-20","-20","","","","","",""
"228052","","","","","","","","","","","","","","","","","","","","","","","","","9136","9136","9136","-20","-20","-20"
"228057","8652","8647","8657","-20","-20","-20","","","","","","","","","","","","","","","","","","","","","","","",""
"228103","","","","","","","","","","","","","8990.5","8958","9023","-17","-17","-17","","","","","","","","","","","",""
"228164","","","","","","","8718.5","8676","8761","-21","-21","-21","","","","","","","","","","","","","","","","","",""
"228195","","","","","","","","","","","","","","","","","","","5851","5832","5870","-20","-20","-20","","","","","",""
"228428","","","","","","","","","","","","","","","","","","","","","","","","","9211","9211","9211","-18","-18","-18"
"228445","","","","","","","","","","","","","8998","8959","9037","-18","-18","-18","","","","","","","","","","","",""
"228507","","","","","","","8766.5","8754","8779","-19","-19","-19","","","","","","","","","","","","","","","","","",""
"228595","","","","","","","","","","","","","","","","","","","5856.5","5833","5880","-20","-20","-20","","","","","",""
"228728","","","","","","","","","","","","","","","","","","","","","","","","","9184.5","9138","9231","-21","-21","-21"
"228829","","","","","","","","","","","","","9009.5","8960","9059","-15","-15","-15","","","","","","","","","","","",""
"228838","","","","","","","8789","8789","8789","-19","-19","-19","","","","","","","","","","","","","","","","","",""
"228839","8671","8649","8693","-20","-20","-20","","","","","","","","","","","","","","","","","","","","","","","",""
"228928","","","","","","","","","","","","","","","","","","","","","","","","","9241","9241","9241","-21","-21","-21"
"229011","","","","","","","","","","","","","","","","","","","5864","5834","5894","-19","-19","-19","","","","","",""
"229192","","","","","","","","","","","","","9055.5","9038","9073","-17","-17","-17","","","","","","","","","","","",""
"229242","","","","","","","","","","","","","","","","","","","","","","","","","9217","9217","9217","-19","-19","-19"
"229325","8682.5","8650","8715","-19","-19","-19","","","","","","","","","","","","","","","","","","","","","","","",""
"229343","","","","","","","8790","8790","8790","-16","-16","-16","","","","","","","","","","","","","","","","","",""
"229364","","","","","","","","","","","","","","","","","","","5867.5","5835","5900","-21","-21","-21","","","","","",""
"229502","","","","","","","","","","","","","9065","9039","9091","-20","-20","-20","","","","","","","","","","","",""
"229543","","","","","","","","","","","","","","","","","","","","","","","","","9269","9269","9269","-20","-20","-20"
"229690","","","","","","","","","","","","","","","","","","","5873","5836","5910","-20","-20","-20","","","","","",""
"229773","","","","","","","8838","8838","8838","-18","-18","-18","","","","","","","","","","","","","","","","","",""
"229837","","","","","","","","","","","","","9072.5","9040","9105","-20","-20","-20","","","","","","","","","","","",""
"229838","","","","","","","","","","","","","","","","","","","","","","","","","9219","9219","9219","-21","-21","-21"
"229851","8741","8741","8741","-18","-18","-18","","","","","","","","","","","","","","","","","","","","","","","",""
"230057","","","","","","","","","","","","","","","","","","","5878.5","5837","5920","-20","-20","-20","","","","","",""
"230090","","","","","","","","","","","","","","","","","","","","","","","","","9256.5","9220","9293","-19","-19","-19"
"230164","","","","","","","8792","8792","8792","-19","-19","-19","","","","","","","","","","","","","","","","","",""
"230166","","","","","","","","","","","","","9082.5","9041","9124","-19","-19","-19","","","","","","","","","","","",""
"230211","8743.5","8728","8759","-20","-20","-20","","","","","","","","","","","","","","","","","","","","","","","",""
"230413","","","","","","","","","","","","","","","","","","","5930","5922","5938","-21","-21","-21","","","","","",""
"230491","","","","","","","","","","","","","9128","9118","9138","-19","-19","-19","","","","","","","","","","","",""
"230547","","","","","","","8835.5","8793","8878","-19","-19","-19","","","","","","","","","","","","","","","","","",""
"230603","8753","8729","8777","-19","-19","-19","","","","","","","","","","","","","","","","","","","","","","","",""
"230730","","","","","","","","","","","","","","","","","","","","","","","","","9297","9297","9297","-19","-19","-19"
