Episode,Reward,Loss,Steps
90,-20.0,0.008961764629930258,979
91,-19.0,0.00895383108096818,1206
92,-20.0,0.008799040276143286,931
93,-20.0,0.00848020426928997,917
94,-20.0,0.008633354509418661,1043
95,-21.0,0.008625414325959153,928
96,-20.0,0.008678698187900914,870
97,-21.0,0.009009871166199446,824
98,-21.0,0.008961321436800063,825
99,-21.0,0.008943773702614836,892
100,-21.0,0.009097938658669591,783
101,-21.0,0.008680217200890183,792
102,-21.0,0.00857236422598362,822
103,-21.0,0.008359098496536413,874
104,-21.0,0.008780201231794698,764
105,-21.0,0.00827502366155386,811
106,-21.0,0.00834158156067133,930
107,-20.0,0.008384475484490395,969
108,-21.0,0.008734921738505364,905
109,-21.0,0.008889985374278493,946
110,-21.0,0.008847475633956492,792
111,-21.0,0.008604752210279306,913
112,-21.0,0.008491049624151654,940
113,-20.0,0.008571026287972927,962
114,-21.0,0.008656820075379478,854
115,-19.0,0.008427610527724028,1033
116,-20.0,0.008336382685229182,843
117,-21.0,0.008367316145449877,940
118,-21.0,0.008231164732327064,884
119,-21.0,0.008377025718800724,872
120,-19.0,0.00852816617116332,937
121,-18.0,0.008624217726967552,1144
122,-20.0,0.0084171324968338,954
123,-20.0,0.008289876704414686,951
124,-20.0,0.008346620202064513,948
125,-21.0,0.00827959505841136,1030
126,-19.0,0.008146504033356905,1042
127,-19.0,0.008448671041564508,1105
128,-21.0,0.00819745168767192,1018
129,-20.0,0.008362555131316184,992
130,-21.0,0.008536486886441708,908
131,-21.0,0.008589326869696379,824
132,-20.0,0.008584714122116565,1008
133,-19.0,0.008540472481399775,1042
134,-19.0,0.008308742872693321,1101
135,-20.0,0.00828887853357527,843
136,-20.0,0.008082429981893964,966
137,-21.0,0.008215906719366709,854
138,-21.0,0.008308967226184905,764
139,-21.0,0.008169823429650731,905
140,-21.0,0.008204106241464615,902
141,-20.0,0.008394156789614094,939
142,-19.0,0.008344556204974651,1147
143,-18.0,0.00824153982102871,1323
144,-20.0,0.008336231287103146,843
145,-21.0,0.008193680550903082,792
146,-21.0,0.008044029844717847,840
147,-21.0,0.008094128221273422,824
148,-21.0,0.007975185522809625,820
149,-19.0,0.007746764877811074,982
150,-21.0,0.007738938962575048,764
151,-19.0,0.008069877792149783,1008
152,-21.0,0.00798103711567819,969
153,-19.0,0.008070807474163862,1355
154,-20.0,0.00821452122181654,984
155,-20.0,0.008228926608959833,842
156,-18.0,0.00808869730681181,1093
157,-21.0,0.007961440323428675,1019
158,-20.0,0.008036906727486186,927
159,-21.0,0.007788190876858102,945
160,-20.0,0.008129838000362119,1117
161,-19.0,0.008440243390699228,923
162,-21.0,0.008146129781380296,824
163,-20.0,0.008273495050768057,931
164,-20.0,0.008270422716371038,1051
165,-18.0,0.008275663818825375,1139
166,-21.0,0.007878687077512344,901
167,-21.0,0.008182658813893795,822
168,-19.0,0.008016736204312607,1081
169,-21.0,0.007909975790729126,880
170,-20.0,0.00807261544590195,871
171,-19.0,0.0084866729642575,1240
172,-21.0,0.008515143068507314,830
173,-20.0,0.008539899506352165,1067
174,-20.0,0.008373407129612234,920
175,-19.0,0.008656803088692518,1219
176,-21.0,0.008314487058669329,915
177,-20.0,0.008490608384211859,890
178,-20.0,0.008377921767532825,870
179,-20.0,0.00841135997325182,1052
180,-19.0,0.00856459429487586,981
181,-21.0,0.00876912453936206,918
182,-21.0,0.0086837038397789,821
183,-17.0,0.008613172685727477,1197
184,-21.0,0.008572386681205697,872
185,-20.0,0.00854237030514262,1118
186,-21.0,0.008431231882423163,1003
187,-21.0,0.008678224972552724,943
188,-18.0,0.008566805330867117,1111
189,-20.0,0.008331055364881953,1107
190,-21.0,0.00825765190853013,914
191,-19.0,0.008764934009657456,1304
192,-19.0,0.00868137977603409,976
193,-21.0,0.008703769946640188,1039
194,-21.0,0.008788924457298385,884
195,-20.0,0.008560120593756437,837
196,-19.0,0.008473492820154537,1119
197,-21.0,0.008620065916329623,940
198,-21.0,0.00865841263698207,940
199,-21.0,0.008540050230092473,880
200,-19.0,0.008506900941332182,1188
201,-21.0,0.008860314782294963,890
202,-20.0,0.00898072700947523,1020
203,-20.0,0.009068784717884328,887
204,-20.0,0.00872409970245578,1101
205,-21.0,0.008737142715189192,884
206,-20.0,0.008747975714504719,1040
207,-19.0,0.008858885870061138,1098
208,-20.0,0.008641960099339485,1072
209,-19.0,0.00864272639155388,1025
210,-21.0,0.008565539843402803,783
211,-20.0,0.00880979560315609,959
212,-19.0,0.008797550319947979,1087
213,-19.0,0.00888293720781803,996
214,-19.0,0.009024775587022305,962
215,-19.0,0.008828656375408172,1021
216,-21.0,0.009156523365527391,1032
217,-20.0,0.009046422007183233,842
218,-20.0,0.008989811223000289,986
219,-20.0,0.00874438788741827,1022
220,-21.0,0.00865390058606863,993
221,-20.0,0.008875556476414203,980
222,-20.0,0.009075280589361986,932
223,-20.0,0.008952730149030686,975
224,-20.0,0.00895438576117158,866
225,-19.0,0.008944058960134333,1059
226,-20.0,0.008772427099756896,842
227,-18.0,0.009018949077775082,1139
228,-21.0,0.008838204317726195,826
229,-20.0,0.008802498276862834,946
230,-21.0,0.00882099179381674,1109
231,-21.0,0.008730551227927208,914
232,-20.0,0.008896120668699345,1196
233,-21.0,0.008937919379345008,793
234,-21.0,0.008903842522866197,821
235,-21.0,0.008960593077871535,884
236,-20.0,0.008707277476787567,916
237,-20.0,0.008812517579644918,1052
238,-20.0,0.00887641641828749,872
239,-21.0,0.008670572605397966,882
240,-21.0,0.008521101644469632,901
241,-21.0,0.008650000020861626,992
242,-20.0,0.00873747207224369,1071
243,-21.0,0.008753576936821142,824
244,-21.0,0.00888656685128808,871
245,-20.0,0.008598209917545318,989
246,-20.0,0.008504081348126585,1038
247,-20.0,0.008689989166503603,1146
248,-20.0,0.008599329532848464,899
249,-20.0,0.008698598016053438,990
250,-21.0,0.008439375669695437,824
251,-19.0,0.008618969097733497,1016
252,-20.0,0.008963957708328963,982
253,-21.0,0.008803681301122362,1108
254,-21.0,0.008795188833028078,964
255,-21.0,0.00880719410876433,904
256,-21.0,0.008460540583150255,882
257,-20.0,0.008595974184572697,887
258,-20.0,0.008547034425040087,1194
259,-20.0,0.008549417136237025,1216
260,-20.0,0.008461082819849253,1040
261,-21.0,0.008431037538684905,783
262,-21.0,0.00838696287246421,792
263,-21.0,0.008634015814297728,913
264,-20.0,0.008456372552447848,888
265,-20.0,0.00848800709678067,898
266,-21.0,0.008441917598247528,900
267,-20.0,0.008490903861820697,981
268,-19.0,0.008425697006962517,1138
269,-21.0,0.008469181193504483,783
270,-21.0,0.00849319517146796,811
271,-21.0,0.008227260783314705,792
272,-20.0,0.008103344081477686,1007
273,-20.0,0.00855724016825358,871
274,-21.0,0.007954648812301457,792
275,-19.0,0.008161862147971988,982
276,-20.0,0.008269215261356698,904
277,-21.0,0.008131092879921198,840
278,-20.0,0.008074825968254696,1068
279,-19.0,0.007823164016008377,1025
280,-20.0,0.007944973278790712,992
281,-19.0,0.007923670671880245,1017
282,-20.0,0.007726952433586121,844
283,-21.0,0.0080947041278705,843
284,-21.0,0.008355662744078372,852
285,-21.0,0.008176537463441491,852
286,-19.0,0.00798396181992509,1099
287,-21.0,0.008046853402629495,972
288,-20.0,0.008001945395436551,865
289,-20.0,0.007782569517278009,928
290,-20.0,0.007842694239860231,1101
291,-20.0,0.007733689828051461,889
292,-21.0,0.007732667634263635,942
293,-20.0,0.007768978157805072,931
294,-20.0,0.007789622630096144,919
295,-21.0,0.007723680697381496,824
296,-19.0,0.007756053089079532,1140
297,-20.0,0.007778897462412715,947
298,-20.0,0.00774548277258873,1048
299,-19.0,0.007732266983525319,1062
300,-21.0,0.007748646894469857,869
301,-21.0,0.007949583057779819,811
302,-20.0,0.007634266326203942,961
303,-21.0,0.007742804707959294,968
304,-21.0,0.0075927234461738,914
305,-21.0,0.007970075795633925,944
306,-20.0,0.0077695124316960575,932
307,-21.0,0.007625130005180836,1066
308,-21.0,0.007631049898918718,764
309,-20.0,0.007711067562922835,1046
310,-21.0,0.007703360687527392,904
311,-20.0,0.0077159489737823606,1112
312,-19.0,0.0075400588620040156,966
313,-21.0,0.007607933340801133,884
314,-21.0,0.007678818283602595,976
315,-20.0,0.007787183185832368,921
316,-20.0,0.0077115028165280815,1024
317,-21.0,0.0076219284441322085,941
318,-20.0,0.0074455396018245,1162
319,-21.0,0.0073866143568672915,1039
320,-19.0,0.007375738862901926,1000
321,-20.0,0.0074377381708472965,1000
322,-20.0,0.007405465261803733,931
323,-21.0,0.0074663725681602955,783
324,-17.0,0.007427336648106575,1306
325,-21.0,0.007557804812677205,832
326,-20.0,0.007800796208903194,980
327,-18.0,0.007449108641594648,1011
328,-19.0,0.0077173235360533,1015
329,-21.0,0.007407395343761891,824
330,-21.0,0.0072469889186322686,904
331,-21.0,0.007582589363058408,904
332,-21.0,0.0075383493676781654,885
333,-20.0,0.007598341753085454,1124
334,-21.0,0.007374036458453962,764
335,-21.0,0.007293604210846954,853
336,-21.0,0.007527348026633263,973
337,-20.0,0.0073589925887063146,866
338,-20.0,0.00743368286639452,977
339,-21.0,0.0072513241320848465,957
340,-21.0,0.007402865681797266,821
341,-20.0,0.0074314635971354116,904
342,-20.0,0.007371290167793631,1007
343,-20.0,0.007428115559741854,1007
344,-21.0,0.007133230846375227,1033
345,-21.0,0.00744196935556829,977
346,-21.0,0.007599305464989609,856
347,-21.0,0.007542359177023172,882
348,-21.0,0.007462454633787275,970
349,-20.0,0.007465405939993533,1054
350,-19.0,0.007233325438573956,997
351,-19.0,0.007251614493063905,1118
352,-18.0,0.007261412171646953,1058
353,-20.0,0.00744661186925239,905
354,-18.0,0.007254729319053392,1149
355,-20.0,0.007398446975275874,992
356,-21.0,0.007318316726014018,854
357,-21.0,0.007462024274799559,811
358,-19.0,0.0073831923305988315,1085
359,-20.0,0.007603534600800938,843
360,-21.0,0.007712043407890532,952
361,-20.0,0.007506392352903883,1196
362,-21.0,0.007503730431199074,933
363,-19.0,0.0076451368629932405,1085
364,-18.0,0.00746348799051096,1151
365,-21.0,0.007343439540515344,938
366,-21.0,0.007560840704374843,884
367,-20.0,0.007647338026965206,1044
368,-21.0,0.007522548025008291,792
369,-20.0,0.007331790262833237,1009
370,-19.0,0.007621194235980511,1085
371,-21.0,0.00754278851673007,825
372,-21.0,0.007462329405825585,822
373,-21.0,0.007403499959036708,985
374,-21.0,0.007576195476576686,988
375,-20.0,0.007598740824808677,928
376,-21.0,0.007590832033505042,884
377,-20.0,0.007732268702238798,1040
378,-21.0,0.007721999504913886,914
379,-20.0,0.007576761715528037,870
380,-20.0,0.00755631426970164,922
381,-21.0,0.0075442916713654995,820
382,-21.0,0.007460959430318326,782
383,-20.0,0.00746048279106617,950
384,-20.0,0.007391128896011246,961
385,-21.0,0.007466503207317807,1032
386,-21.0,0.007310076927145322,951
387,-21.0,0.007462541852146387,964
388,-19.0,0.007618857124312358,1095
389,-21.0,0.007500036102202203,944
390,-20.0,0.007574614706552691,899
391,-21.0,0.007521878089755773,972
392,-19.0,0.007465866208076477,1054
393,-21.0,0.007582916116172617,1055
394,-21.0,0.007551673450507224,764
395,-20.0,0.007414135997268287,1112
396,-19.0,0.007393128704279661,1015
397,-21.0,0.007309328415431082,823
398,-21.0,0.0075064863776788116,811
399,-21.0,0.007535787392407655,973
400,-20.0,0.007650888948277993,1070
401,-20.0,0.0076543526258319615,988
402,-20.0,0.007498839311301709,1012
403,-19.0,0.007469154767353426,1087
404,-20.0,0.00746527872979641,900
405,-21.0,0.007476862636394799,852
406,-20.0,0.007548683271225955,931
407,-21.0,0.007325061803890599,881
408,-21.0,0.007441576104611158,885
409,-21.0,0.007611557887867093,958
410,-19.0,0.007550036418251693,1204
411,-20.0,0.007369154184642766,921
412,-20.0,0.007583213783800602,980
413,-20.0,0.007533887297742897,963
414,-21.0,0.0073883515368733145,905
415,-21.0,0.007549560577091243,822
416,-21.0,0.007460641364256541,914
417,-21.0,0.007363184879068285,872
418,-20.0,0.0074289623647928234,930
419,-20.0,0.007411012063837714,930
420,-21.0,0.0074413043136398,934
421,-20.0,0.00749634743922136,1051
422,-20.0,0.007309666648507118,1037
423,-20.0,0.007480188865553249,1098
424,-21.0,0.007495269024123748,914
425,-21.0,0.007371382787823677,852
426,-21.0,0.007269497650365035,880
427,-21.0,0.007282154013713201,913
428,-21.0,0.007312902766797278,880
429,-20.0,0.007452700597544511,930
430,-21.0,0.00722796894196007,914
431,-20.0,0.00729842628352344,1029
432,-21.0,0.007452514539990161,822
433,-19.0,0.0075222856365144255,1055
434,-20.0,0.007214745633642782,1041
435,-20.0,0.00746239007761081,919
436,-21.0,0.007199410768225789,1023
437,-21.0,0.007596900479661094,912
438,-20.0,0.007481497505472766,932
439,-21.0,0.007325358947532045,824
440,-21.0,0.00750013894867152,848
441,-20.0,0.007376650729301301,1042
442,-20.0,0.007751086726784706,888
443,-21.0,0.007368655461404059,900
444,-19.0,0.007252417621202767,1194
445,-21.0,0.00769837386906147,852
446,-20.0,0.00747020881284367,1086
447,-20.0,0.007512144185602665,977
448,-19.0,0.007377895568920808,1123
449,-21.0,0.00735646765679121,912
450,-20.0,0.007505982089787722,985
451,-21.0,0.007406159187667072,871
452,-21.0,0.0076548403853343595,825
453,-17.0,0.007714186401034777,1292
454,-19.0,0.007534417662430893,1131
455,-21.0,0.007454649126157164,973
456,-20.0,0.007432639029704862,980
457,-21.0,0.007504114415496588,963
458,-20.0,0.007518716518663698,843
459,-21.0,0.007309516018722206,871
460,-17.0,0.007398878789639899,1387
461,-21.0,0.007542586047202348,944
462,-21.0,0.007606512808706611,890
463,-21.0,0.007522335172527366,852
464,-21.0,0.007208419148810208,832
465,-19.0,0.007248258870095015,983
466,-20.0,0.0072871891781687735,991
467,-20.0,0.007364558428525925,1026
468,-20.0,0.007376128248870373,1009
469,-20.0,0.00714070862159133,917
470,-18.0,0.007464586672457782,1103
471,-21.0,0.007461308327037841,794
472,-21.0,0.0072772665215390065,783
473,-19.0,0.00738843444448251,1252
474,-20.0,0.0074142643974887,960
475,-20.0,0.007576760666614229,1059
476,-19.0,0.00732617840791742,1183
477,-21.0,0.0073990759439766405,975
478,-20.0,0.007551616639830172,844
479,-20.0,0.007524864422157407,960
480,-21.0,0.007364097879164749,959
481,-21.0,0.007556655858125951,871
482,-21.0,0.007471648184582591,1033
483,-19.0,0.007556493952870369,937
484,-21.0,0.007556027681049373,885
485,-20.0,0.007728922180831432,993
486,-19.0,0.007667742863607903,1181
487,-21.0,0.007476634636987001,793
488,-20.0,0.007606889307498932,980
489,-21.0,0.007497914394156801,935
490,-18.0,0.007470072533648748,1268
491,-21.0,0.0076837473962869905,885
492,-19.0,0.0074221348234762745,1199
493,-20.0,0.00751185198314488,1009
494,-21.0,0.007374008477199823,824
495,-21.0,0.007454457123660379,900
496,-19.0,0.007580986991524696,937
497,-20.0,0.007501090773277813,904
498,-20.0,0.007357333735045459,900
499,-20.0,0.007695999881252647,1081
500,-19.0,0.007622005534358323,1193
501,-20.0,0.007877882932209306,904
502,-21.0,0.007433735590893775,783
503,-19.0,0.007475132291967218,1058
504,-20.0,0.007756441459059715,1038
505,-21.0,0.007749916752800345,963
506,-21.0,0.007497571548447013,1001
507,-20.0,0.007447723764926195,977
508,-21.0,0.0076821162831038235,1059
509,-19.0,0.007772741466760635,944
510,-21.0,0.007544146617874503,880
511,-20.0,0.007680212892591953,947
512,-21.0,0.007582799686739842,905
513,-20.0,0.00752134108915925,898
514,-21.0,0.00769864022731781,824
515,-20.0,0.0077326803002506495,1009
516,-21.0,0.007512599171604961,793
517,-20.0,0.0074497888880697164,1119
518,-21.0,0.007562926970422268,998
519,-20.0,0.007747636456042528,1008
520,-20.0,0.008023478970345523,888
521,-21.0,0.007782486577828725,914
522,-21.0,0.007765000686049461,824
523,-20.0,0.00759661995107308,861
524,-20.0,0.007574200216266844,870
525,-21.0,0.007765038197653161,853
526,-21.0,0.0075209142329792185,974
527,-21.0,0.00753543536282248,824
528,-21.0,0.007350900152232498,871
529,-21.0,0.007711084507819679,867
530,-20.0,0.0075375784654170275,838
531,-21.0,0.007403857022937801,911
532,-20.0,0.007661007260057059,1021
533,-21.0,0.007609908643644303,872
534,-21.0,0.007736976258456707,764
535,-21.0,0.007730115412010087,872
536,-21.0,0.0076655855934534755,782
537,-19.0,0.00773022569377314,1012
538,-21.0,0.007562460170851814,943
539,-21.0,0.007436491898261011,824
540,-21.0,0.007516818741957347,881
541,-21.0,0.007566308137029409,947
542,-19.0,0.0075568231340083815,939
543,-16.0,0.007659881220509608,1229
544,-20.0,0.007650020811706781,963
545,-21.0,0.007638470373219914,871
546,-20.0,0.007619344629347324,843
547,-21.0,0.008003042234728733,910
548,-21.0,0.007730366972585519,887
549,-21.0,0.00785745249595493,824
550,-20.0,0.007368088906837834,843
551,-19.0,0.007458170481885855,1308
552,-18.0,0.00741352801295844,1119
553,-21.0,0.007592715581672059,885
554,-21.0,0.0076155359274707735,825
555,-21.0,0.007537033292464912,824
556,-21.0,0.007446547090593312,912
557,-21.0,0.007717547880019993,812
558,-20.0,0.007432983507617162,1292
559,-21.0,0.0076265905518084764,792
560,-21.0,0.0074240704998373985,886
561,-21.0,0.007304181448287434,853
562,-21.0,0.0074457109440118074,820
563,-20.0,0.007584922015666962,933
564,-20.0,0.00741528607904911,941
565,-21.0,0.007646088604815304,843
566,-21.0,0.007509979698807001,1024
567,-21.0,0.007471601525321603,992
568,-21.0,0.007740912400186062,969
569,-21.0,0.007721096742898226,942
570,-21.0,0.007584396516904235,968
571,-20.0,0.007494463378356563,889
572,-20.0,0.007691667508333921,965
573,-20.0,0.007653958105947822,887
574,-21.0,0.007506031543016434,932
575,-21.0,0.007587736239656806,792
576,-19.0,0.00754707520827651,1033
577,-19.0,0.007773691449653019,1077
578,-20.0,0.0077522683423012495,975
579,-21.0,0.007713985862210393,824
580,-20.0,0.0074462455490397084,966
581,-20.0,0.0076660769633375685,1218
582,-21.0,0.0075560943223536015,764
583,-21.0,0.007557900260306067,884
584,-21.0,0.007622791454195976,824
585,-21.0,0.007440397050231695,1070
586,-19.0,0.007454150449484586,1018
587,-21.0,0.007568646827712655,946
588,-21.0,0.007593642506334517,888
589,-21.0,0.007429631368722767,852
590,-19.0,0.007510478015650402,1042
591,-20.0,0.007503534615453746,907
592,-21.0,0.007363586220890284,1064
593,-20.0,0.007461531045423312,1099
594,-20.0,0.007676417473703623,912
595,-21.0,0.007545416191634204,904
596,-20.0,0.007261493295017216,899
597,-20.0,0.0073146279125163955,1208
598,-20.0,0.007291842590678822,1013
599,-21.0,0.00747955241240561,845
600,-21.0,0.007350632610420386,871
601,-21.0,0.007458075589966029,820
602,-20.0,0.007393509201291535,865
603,-20.0,0.0072375618852674965,1040
604,-20.0,0.0073578633471495574,931
605,-21.0,0.007531320629641414,961
606,-20.0,0.007239976152777672,962
607,-20.0,0.007433341990690678,889
608,-20.0,0.007398815773841407,902
609,-21.0,0.007277882948983461,792
610,-19.0,0.007510837439137201,1205
611,-21.0,0.007335925567895174,939
612,-21.0,0.007409620460950666,932
613,-20.0,0.007242474653240707,915
614,-18.0,0.0072940568982933955,1133
615,-21.0,0.00715410360135138,824
616,-20.0,0.007299040211364627,838
617,-20.0,0.007472571451216936,991
618,-21.0,0.007236418676459127,849
619,-20.0,0.0072945070763429,982
620,-20.0,0.007298430055379867,923
621,-20.0,0.007454448752105236,988
622,-21.0,0.007477174163796008,873
623,-21.0,0.0074019608553498985,1013
624,-21.0,0.007507449854165316,963
625,-20.0,0.007338232050339381,943
626,-21.0,0.007327278196397755,885
627,-20.0,0.007332634599879384,967
628,-21.0,0.007397384538004796,914
629,-18.0,0.007397086698223244,1105
630,-20.0,0.007734417708383666,900
631,-21.0,0.007530250483089023,910
632,-21.0,0.007835377576864429,913
633,-19.0,0.007628362117843194,1041
634,-21.0,0.007627629801969637,1070
635,-20.0,0.007610220048162673,957
636,-20.0,0.007638929830864072,958
637,-20.0,0.0076826392776436275,947
638,-20.0,0.007756389025598764,989
639,-21.0,0.007528357382398099,783
640,-20.0,0.0075390457382632625,903
641,-19.0,0.007620398700237274,1001
642,-21.0,0.007415599073283374,783
643,-21.0,0.0075368185838063555,880
644,-21.0,0.007599816890433431,886
645,-21.0,0.007324632153742843,873
646,-21.0,0.007556945958640426,792
647,-21.0,0.007622494724475675,915
648,-21.0,0.007517100311815739,820
649,-21.0,0.007599432067945599,975
650,-18.0,0.007597031809079151,1208
651,-20.0,0.007572134956717491,889
652,-21.0,0.007666696445085108,783
653,-20.0,0.007485932158306241,978
654,-21.0,0.00764747653156519,1004
655,-20.0,0.007636922115290707,1170
656,-20.0,0.007713898447238737,872
657,-18.0,0.007492516147480769,1122
658,-20.0,0.007678380236029625,976
659,-20.0,0.00741796816388766,1193
660,-20.0,0.007543990698953469,887
661,-20.0,0.007680592406541109,1008
662,-18.0,0.0076365744779733095,1122
663,-21.0,0.0077980908565223215,931
664,-21.0,0.007560931811375278,792
665,-21.0,0.007786162430420518,974
666,-20.0,0.007753138896077871,899
667,-21.0,0.007603427721187472,992
668,-19.0,0.007791853255846284,1058
669,-20.0,0.007614810912248989,1264
670,-19.0,0.0077440209517424755,1086
671,-17.0,0.007845605335508784,1135
672,-20.0,0.007643156684935093,926
673,-21.0,0.00790851894998923,821
674,-21.0,0.007635051384568214,792
675,-21.0,0.0078026050080855685,943
676,-21.0,0.007659912885477145,820
677,-19.0,0.007600502716377378,1023
678,-21.0,0.007526692294050008,852
679,-21.0,0.0075232101500862176,885
680,-20.0,0.007402856329766412,1159
681,-20.0,0.007504638326777654,1097
682,-21.0,0.00750038749538362,821
683,-19.0,0.00762853640216318,1060
684,-21.0,0.007829786161892116,824
685,-20.0,0.007519948238041252,842
686,-21.0,0.007606480503454804,792
687,-20.0,0.00765993962995708,1019
688,-21.0,0.007471766788512468,783
689,-20.0,0.007658666724132167,903
690,-20.0,0.00744339944794774,1011
691,-21.0,0.007615325041115284,880
692,-20.0,0.007348781832578507,1045
693,-19.0,0.007532708262178031,1113
694,-21.0,0.007824266911484301,880
695,-18.0,0.007709152763709426,1153
696,-18.0,0.007375433914024721,1150
697,-20.0,0.007623422611504793,977
698,-19.0,0.007751488747696082,1177
699,-20.0,0.007676226764240048,1071
700,-20.0,0.007617603107872937,902
701,-21.0,0.007905598555225879,797
702,-20.0,0.007785150606650859,874
703,-21.0,0.007727206218987703,993
704,-19.0,0.007757171057164669,982
705,-19.0,0.007654626938429746,1094
706,-21.0,0.007738126907497644,843
707,-21.0,0.007811662182211876,1064
708,-17.0,0.007798094036323684,1334
709,-21.0,0.007928185048513114,824
710,-17.0,0.007888819699963698,1341
711,-20.0,0.008125761989504099,938
712,-20.0,0.00809571323916316,1019
713,-21.0,0.007945775287225842,852
714,-18.0,0.0077233212426877935,1275
715,-19.0,0.007917161776938221,1058
716,-20.0,0.007805230044242408,964
717,-20.0,0.007762988201446003,902
718,-20.0,0.007757160657395919,904
719,-20.0,0.007941199311365684,871
720,-20.0,0.008090544388526015,932
721,-21.0,0.007827981271677546,824
722,-20.0,0.007908780024283461,902
723,-21.0,0.008043620269745588,1094
724,-20.0,0.008000377740245312,887
725,-21.0,0.007892395990590254,869
726,-20.0,0.007862466175786474,1095
727,-20.0,0.007795543922111392,995
728,-18.0,0.007771741948090494,1182
729,-19.0,0.007938756392552303,1289
730,-21.0,0.007919622119516134,792
731,-21.0,0.007864584331400692,880
732,-20.0,0.007824244400994345,1052
733,-19.0,0.007816297188401222,978
734,-19.0,0.007885511160235514,1087
735,-19.0,0.007843017997220158,1043
736,-19.0,0.008040414361113852,1114
737,-18.0,0.007759102946147322,1017
738,-20.0,0.00791807621717453,932
739,-20.0,0.0076221200740999645,917
740,-21.0,0.007900075637735426,792
741,-21.0,0.007750809541903436,840
742,-18.0,0.0077568434256439405,1136
743,-21.0,0.007875211122963164,932
744,-19.0,0.007933023432269693,1030
745,-20.0,0.007785271853208542,871
746,-20.0,0.007871653977781534,996
747,-21.0,0.008168844350924095,941
748,-20.0,0.008057767313651064,1054
749,-20.0,0.008038869231111474,903
750,-20.0,0.008149130890766779,963
751,-18.0,0.00801287168128924,1084
752,-21.0,0.008136653186132511,908
753,-19.0,0.00807176937814802,1177
754,-19.0,0.008128404066982594,1106
755,-21.0,0.008133170091443591,912
756,-19.0,0.00807635779492557,994
757,-21.0,0.008080764953047038,963
758,-21.0,0.008435059222392738,792
759,-20.0,0.00798351995439993,932
760,-20.0,0.007880846090200875,925
